1.581815559912850944e+00,3.446829200691701178e-01,2.355033076721201102e+00
1.581866367148868191e+00,4.287691525678909432e-01,2.409837837295439211e+00
1.587811159935408112e+00,5.109191712951863806e-01,2.469573982028533621e+00
1.600761748801367013e+00,5.906969853048762431e-01,2.535578356441169579e+00
1.621955436770603276e+00,6.675695337558162912e-01,2.609348768898217763e+00
1.652874836244007994e+00,7.408449613779271026e-01,2.692643928450451085e+00
1.695304191832533114e+00,8.096472374572889485e-01,2.787491970718952494e+00
1.751268957158886641e+00,8.728694893513799791e-01,2.896119705660261001e+00
1.822731469427357753e+00,9.291328560638043577e-01,3.020681149029107893e+00
1.911036340950892365e+00,9.767965965876665990e-01,-3.120479657627261982e+00
2.016010969078561033e+00,1.014065546700902765e+00,-2.960984951537738663e+00
2.134925266429312796e+00,1.039250931575661063e+00,-2.786574086607243927e+00
2.261966392441508766e+00,1.051178239707168061e+00,-2.602886908745104311e+00
2.389042803035679619e+00,1.049596453336831381e+00,-2.417844913253724304e+00
2.507927455649145987e+00,1.035345514640675813e+00,-2.239508475691084133e+00
2.612490848510580221e+00,1.010155433279733117e+00,-2.073844768496795776e+00
2.699680673086402471e+00,9.762097066808341772e-01,-1.923749575461769057e+00
2.769111606699384609e+00,9.357235097904172960e-01,-1.789459469957288773e+00
2.822043612497585396e+00,8.906845645202356998e-01,-1.669575979076800554e+00
2.860451453170070657e+00,8.427577306548257319e-01,-1.561999006878177054e+00
2.886434560159716778e+00,7.932899130597572679e-01,-1.464520337820848450e+00
2.901927728165231812e+00,7.433567861419065892e-01,-1.375116688967561451e+00
2.908598919031841756e+00,6.938175144157829877e-01,-1.292055932651723582e+00
2.907841797876805412e+00,6.453630946359614207e-01,-1.213908732442509297e+00
2.900807738198801555e+00,5.985543750729016566e-01,-1.139520675528864047e+00
2.888449245709582502e+00,5.538501931130399569e-01,-1.067972723870524554e+00
2.871562321999481693e+00,5.116274415990718083e-01,-9.985421911816021456e-01
2.850823099535775729e+00,4.721950032582089563e-01,-9.306686103042224323e-01
2.826817624980802801e+00,4.358032170222019275e-01,-8.639252990198216242e-01
2.800065105367749663e+00,4.026501968054392311e-01,-7.979960141808093432e-01
2.771035411137302784e+00,3.728860236818947183e-01,-7.326556615679973294e-01
2.740161716249558843e+00,3.466155972480708947e-01,-6.677540399010536420e-01
2.707849107848728565e+00,3.239007511243532367e-01,-6.032017784718265441e-01
2.674479924341274018e+00,3.047620940800648270e-01,-5.389578587965557777e-01
2.640416517074203551e+00,2.891809175271888854e-01,-4.750183363926604452e-01
2.606002080142531874e+00,2.771014026642377726e-01,-4.114060726300196591e-01
2.571560145678079667e+00,2.684332623344047875e-01,-3.481614349218903892e-01
2.537393286834762396e+00,2.630548640417271766e-01,-2.853340202294462613e-01
2.503781499888868112e+00,2.608168045941157143e-01,-2.229755021535581860e-01
2.470980648816167413e+00,2.615458473694542985e-01,-1.611337018295519452e-01
2.439221254788645599e+00,2.650490932151376988e-01,-9.984794830282456291e-02
2.408707807821302449e+00,2.711182364777480203e-01,-3.914573876903813809e-02
2.379618678361839379e+00,2.795337572077172261e-01,2.095935295636099094e-02
2.352106621908306217e+00,2.900689156912366062e-01,8.046862815516983569e-02
2.326299805776268492e+00,3.024934412989315202e-01,1.393982268396093127e-01
2.302303246219375765e+00,3.165768390311138880e-01,1.977782808612041088e-01
2.280200525125384736e+00,3.320912693732542831e-01,2.556514423040308626e-01
2.260055654854957297e+00,3.488139865213299995e-01,3.130709662797184212e-01
2.241914972574047482e+00,3.665293443552142261e-01,3.700985097909159638e-01
2.225808966567211389e+00,3.850303976479751977e-01,4.268017846392442305e-01
2.211753962015148733e+00,4.041201378378758147e-01,4.832521764574789769e-01
2.199753619093088641e+00,4.236124089000239401e-01,5.395224169314530860e-01
2.189800219630165135e+00,4.433325504698952813e-01,5.956843741499460165e-01
2.181875738600470349e+00,4.631178135609101965e-01,6.518070077901988446e-01
2.175952712811797696e+00,4.828175901084699184e-01,7.079545217310575511e-01
2.171994931267278162e+00,5.022934921393131802e-01,7.641847363514436831e-01
2.169957980054804114e+00,5.214193103887723169e-01,8.205476955545558670e-01
2.169789679663166826e+00,5.400808762513231720e-01,8.770845186420603845e-01
2.171430454751366756e+00,5.581758454550147519e-01,9.338265037119310996e-01
2.174813675995912909e+00,5.756134170535789352e-01,9.907944865035206439e-01
2.179866011049863328e+00,5.923139973724476093e-01,1.047998455928094819e+00
2.186507817173028112e+00,6.082088154822820059e-01,1.105437424432272664e+00
2.194653602036433337e+00,6.232394945995349822e-01,1.163099547561353919e+00
2.204212571895493689e+00,6.373575824760813191e-01,1.220962482528257675e+00
2.215089278148735463e+00,6.505240432528163197e-01,1.278993970348668352e+00
2.227184364701427999e+00,6.627087133026670074e-01,1.337152620437197070e+00
2.240395410042770319e+00,6.738897241429984142e-01,1.395388870868548903e+00
2.254617850058106221e+00,6.840528964070338169e-01,1.453646092267749212e+00
2.269745960856852651e+00,6.931911099716669966e-01,1.511861798999186712e+00
2.285673875757734841e+00,7.013036564879628898e-01,1.569968928422987187e+00
2.302296607370532655e+00,7.083955816040630182e-01,1.627897147817003898e+00
2.319511044620121254e+00,7.144770249821061903e-01,1.685574149303970426e+00
2.337216895560815466e+00,7.195625666950276056e-01,1.742926895773104112e+00
2.355317549729817994e+00,7.236705886866601212e-01,1.799882785156843523e+00
2.373720838232868502e+00,7.268226596705291698e-01,1.856370706171471596e+00
2.392339675276899946e+00,7.290429511492817483e-01,1.912321965298330761e+00
2.411092570944156854e+00,7.303576912119340570e-01,1.967671071859837584e+00
2.429904011127427488e+00,7.307946614892806281e-01,2.022356375028322883e+00
2.448704706264410724e+00,7.303827412129724195e-01,2.076320553052718232e+00
2.467431715466674280e+00,7.291515008286468813e-01,2.129510960554111598e+00
2.486028456600576142e+00,7.271308461497607567e-01,2.181879844201699559e+00
2.504444615731538093e+00,7.243507126842940735e-01,2.233384440334004850e+00
2.522635971087503481e+00,7.208408085804687282e-01,2.283986970145498230e+00
2.540564147419138941e+00,7.166304036583817094e-01,2.333654549013658208e+00
2.558196316481815114e+00,7.117481612402363211e-01,2.382359026555195491e+00
2.575504858520214491e+00,7.062220089629289710e-01,2.430076773265384293e+00
2.592466998293069480e+00,7.000790444391662426e-01,2.476788428313360324e+00
2.609064427516212259e+00,6.933454715031279747e-01,2.522478621430932488e+00
2.625282923787949585e+00,6.860465628038046049e-01,2.567135680012018195e+00
2.641111974223214531e+00,6.782066446611074717e-01,2.610751330672820281e+00
2.656544410261703959e+00,6.698491003445496972e-01,2.653320402715233950e+00
2.671576058499212092e+00,6.609963882421427961e-01,2.694840539261811330e+00
2.686205410962541951e+00,6.516700717323478109e-01,2.735311920336298552e+00
2.700433317026301072e+00,6.418908579330810937e-01,2.774737000872368409e+00
2.714262698157105191e+00,6.316786428621643523e-01,2.813120265550114407e+00
2.727698285857529825e+00,6.210525608907029316e-01,2.850468001477623137e+00
2.740746382551027427e+00,6.100310366961392283e-01,2.886788089037559235e+00
2.753414644678062295e+00,5.986318382197697296e-01,2.922089810685438938e+00
2.765711886939254072e+00,5.868721294016165935e-01,2.956383677094197804e+00
2.777647906399989708e+00,5.747685217029943061e-01,2.989681269765818161e+00
2.789233325040860301e+00,5.623371236346215163e-01,3.021995099053456979e+00
2.800479449279733135e+00,5.495935876874167292e-01,3.053338476436924243e+00
2.811393362206583202e+00,5.365866721932848193e-01,3.083846975716625582e+00
2.821979436856582257e+00,5.233518548626681088e-01,3.113618879589718169e+00
2.832243379197289190e+00,5.098989771595245912e-01,-3.140521282813799608e+00
2.842191002054345716e+00,4.962381506104933671e-01,-3.112192632829050787e+00
2.851828222915556488e+00,4.823797622591721179e-01,-3.084569799115971733e+00
2.861161050433101316e+00,4.683344663103192751e-01,-3.057641706174993868e+00
2.870195569624785836e+00,4.541131729568714803e-01,-3.031396900622622237e+00
2.878937926037727912e+00,4.397270347026625004e-01,-3.005823571932328964e+00
2.887394309144169835e+00,4.251874304675749006e-01,-2.980909574594394318e+00
